old,ori,new,up,low,total,type,date,total1,type1,date1,total2,type2,date2,total3,type3,date3,,compare,type0,date0
60739,62768,60150.15958,69687.33637,52458.06763,60739,old,2022/5/31,69687.33637,up,2022/5/31,69687.33637,up,2022/5/31,60150.15958,new,2022/5/31,,60150.15958,new,2022/5/31
61595,63241,60706.53786,70382.91205,52910.14646,61595,old,2022/6/1,70382.91205,up,2022/6/1,70382.91205,up,2022/6/1,60706.53786,new,2022/6/1,,60706.53786,new,2022/6/1
61133,61278,60461.33933,70076.27457,52710.97385,61133,old,2022/6/2,70076.27457,up,2022/6/2,70076.27457,up,2022/6/2,60461.33933,new,2022/6/2,,60461.33933,new,2022/6/2
62809,65431,61587.11477,71485.37393,53624.81357,62809,old,2022/6/3,71485.37393,up,2022/6/3,71485.37393,up,2022/6/3,61587.11477,new,2022/6/3,,61587.11477,new,2022/6/3
60309,58263,60034.49477,69542.82982,52364.02872,60309,old,2022/6/4,69542.82982,up,2022/6/4,69542.82982,up,2022/6/4,60034.49477,new,2022/6/4,,60034.49477,new,2022/6/4
58296,56738,58507.05641,67637.64245,51120.42402,58296,old,2022/6/5,67637.64245,up,2022/6/5,67637.64245,up,2022/6/5,58507.05641,new,2022/6/5,,58507.05641,new,2022/6/5
58086,58478,58090.57573,67119.16266,50780.76584,58086,old,2022/6/6,67119.16266,up,2022/6/6,67119.16266,up,2022/6/6,58090.57573,new,2022/6/6,,58090.57573,new,2022/6/6
58215,58991,57978.84254,66980.1187,50689.60074,58215,old,2022/6/7,66980.1187,up,2022/6/7,66980.1187,up,2022/6/7,57978.84254,new,2022/6/7,,57978.84254,new,2022/6/7
59226,61026,58543.9196,67683.55453,51150.47576,59226,old,2022/6/8,67683.55453,up,2022/6/8,67683.55453,up,2022/6/8,58543.9196,new,2022/6/8,,58543.9196,new,2022/6/8
59298,60020,58611.08905,67767.20041,51205.2155,59298,old,2022/6/9,67767.20041,up,2022/6/9,67767.20041,up,2022/6/9,58611.08905,new,2022/6/9,,58611.08905,new,2022/6/9
57119,55376,57118.97898,65911.28037,49987.42801,57119,old,2022/6/10,65911.28037,up,2022/6/10,65911.28037,up,2022/6/10,57118.97898,new,2022/6/10,,57118.97898,new,2022/6/10
54340,51958,54963.93713,63240.6692,48222.92237,54340,old,2022/6/11,63240.6692,up,2022/6/11,63240.6692,up,2022/6/11,54963.93713,new,2022/6/11,,54963.93713,new,2022/6/11
55155,56684,55145.10011,63464.72086,48371.50289,55155,old,2022/6/12,63464.72086,up,2022/6/12,63464.72086,up,2022/6/12,55145.10011,new,2022/6/12,,55145.10011,new,2022/6/12
54235,53802,54329.92777,62457.22157,47702.50561,54235,old,2022/6/13,62457.22157,up,2022/6/13,62457.22157,up,2022/6/13,54329.92777,new,2022/6/13,,54329.92777,new,2022/6/13
56585,59968,55711.42194,64165.67027,48835.71199,56585,old,2022/6/14,64165.67027,up,2022/6/14,64165.67027,up,2022/6/14,55711.42194,new,2022/6/14,,55711.42194,new,2022/6/14
56017,55989,55423.60677,63809.32398,48599.85715,56017,old,2022/6/15,63809.32398,up,2022/6/15,63809.32398,up,2022/6/15,55423.60677,new,2022/6/15,,55423.60677,new,2022/6/15
54501,53430,54387.07972,62527.80243,47749.44111,54501,old,2022/6/16,62527.80243,up,2022/6/16,62527.80243,up,2022/6/16,54387.07972,new,2022/6/16,,54387.07972,new,2022/6/16
54301,54665,54112.86587,62189.25098,47524.21356,54301,old,2022/6/17,62189.25098,up,2022/6/17,62189.25098,up,2022/6/17,54112.86587,new,2022/6/17,,54112.86587,new,2022/6/17
50564,47205,51342.22454,58779.18515,45242.09371,50564,old,2022/6/18,58779.18515,up,2022/6/18,58779.18515,up,2022/6/18,51342.22454,new,2022/6/18,,51342.22454,new,2022/6/18
52510,55359,52267.24329,59915.4757,46005.28886,52510,old,2022/6/19,59915.4757,up,2022/6/19,59915.4757,up,2022/6/19,52267.24329,new,2022/6/19,,52267.24329,new,2022/6/19
51280,50484,51332.69473,58767.50683,45234.22414,51280,old,2022/6/20,58767.50683,up,2022/6/20,58767.50683,up,2022/6/20,51332.69473,new,2022/6/20,,51332.69473,new,2022/6/20
51980,53342,51640.65247,59145.54727,45488.46049,51980,old,2022/6/21,59145.54727,up,2022/6/21,59145.54727,up,2022/6/21,51640.65247,new,2022/6/21,,51640.65247,new,2022/6/21
49630,47645,49947.90458,57070.61798,44089.18971,49630,old,2022/6/22,57070.61798,up,2022/6/22,57070.61798,up,2022/6/22,49947.90458,new,2022/6/22,,49947.90458,new,2022/6/22
50987,53111,50626.24217,57901.21835,44650.45864,50987,old,2022/6/23,57901.21835,up,2022/6/23,57901.21835,up,2022/6/23,50626.24217,new,2022/6/23,,50626.24217,new,2022/6/23
50554,50617,50296.13869,57496.85943,44377.41929,50554,old,2022/6/24,57496.85943,up,2022/6/24,57496.85943,up,2022/6/24,50296.13869,new,2022/6/24,,50296.13869,new,2022/6/24
48146,46089,48539.76545,55350.30004,42921.80875,48146,old,2022/6/25,55350.30004,up,2022/6/25,55350.30004,up,2022/6/25,48539.76545,new,2022/6/25,,48539.76545,new,2022/6/25
48972,50450,48843.25078,55720.63924,43173.6713,48972,old,2022/6/26,55720.63924,up,2022/6/26,55720.63924,up,2022/6/26,48843.25078,new,2022/6/26,,48843.25078,new,2022/6/26
48257,47986,48251.48758,54998.75901,42682.43175,48257,old,2022/6/27,54998.75901,up,2022/6/27,54998.75901,up,2022/6/27,48251.48758,new,2022/6/27,,48251.48758,new,2022/6/27
47565,47312,47638.0021,54251.39336,42172.57206,47565,old,2022/6/28,54251.39336,up,2022/6/28,54251.39336,up,2022/6/28,47638.0021,new,2022/6/28,,47638.0021,new,2022/6/28
46411,45645,46675.81022,53081.21154,41371.69053,46411,old,2022/6/29,53081.21154,up,2022/6/29,53081.21154,up,2022/6/29,46675.81022,new,2022/6/29,,46675.81022,new,2022/6/29
45128,44212,45561.03286,51728.59193,40441.92469,45128,old,2022/6/30,51728.59193,up,2022/6/30,51728.59193,up,2022/6/30,45561.03286,new,2022/6/30,,45561.03286,new,2022/6/30
45884,47248,45821.97931,52044.91133,40659.7366,45884,old,2022/7/1,52044.91133,up,2022/7/1,52044.91133,up,2022/7/1,45821.97931,new,2022/7/1,,45821.97931,new,2022/7/1
43666,41765,44154.95852,50027.34827,39266.28448,43666,old,2022/7/2,50027.34827,up,2022/7/2,50027.34827,up,2022/7/2,44154.95852,new,2022/7/2,,44154.95852,new,2022/7/2
41918,40486,42639.27639,48199.53317,37995.28181,41918,old,2022/7/3,48199.53317,up,2022/7/3,48199.53317,up,2022/7/3,42639.27639,new,2022/7/3,,42639.27639,new,2022/7/3
42046,42645,42388.79587,47898.08376,37784.85152,42046,old,2022/7/4,47898.08376,up,2022/7/4,47898.08376,up,2022/7/4,42388.79587,new,2022/7/4,,42388.79587,new,2022/7/4
43006,44578,42834.4936,48434.59481,38159.19527,43006,old,2022/7/5,48434.59481,up,2022/7/5,48434.59481,up,2022/7/5,42834.4936,new,2022/7/5,,42834.4936,new,2022/7/5
44777,47344,43977.08884,49812.50977,39117.32984,44777,old,2022/7/6,49812.50977,up,2022/7/6,49812.50977,up,2022/7/6,43977.08884,new,2022/7/6,,43977.08884,new,2022/7/6
43900,43407,43525.54736,49267.54225,38738.95304,43900,old,2022/7/7,49267.54225,up,2022/7/7,49267.54225,up,2022/7/7,43525.54736,new,2022/7/7,,43525.54736,new,2022/7/7
43159,42806,43028.59362,48668.41596,38322.1146,43159,old,2022/7/8,48668.41596,up,2022/7/8,48668.41596,up,2022/7/8,43028.59362,new,2022/7/8,,43028.59362,new,2022/7/8
44749,47094,44038.33548,49886.48468,39168.62604,44749,old,2022/7/9,49886.48468,up,2022/7/9,49886.48468,up,2022/7/9,44038.33548,new,2022/7/9,,44038.33548,new,2022/7/9
43102,41785,43018.85806,48656.6856,38313.95316,43102,old,2022/7/10,48656.6856,up,2022/7/10,48656.6856,up,2022/7/10,43018.85806,new,2022/7/10,,43018.85806,new,2022/7/10
41661,40545,41931.88051,47348.64301,37400.73135,41661,old,2022/7/11,47348.64301,up,2022/7/11,47348.64301,up,2022/7/11,41931.88051,new,2022/7/11,,41931.88051,new,2022/7/11
43842,46910,43218.09411,48896.79686,38481.11133,43842,old,2022/7/12,48896.79686,up,2022/7/12,48896.79686,up,2022/7/12,43218.09411,new,2022/7/12,,43218.09411,new,2022/7/12
44735,46246,43914.24945,49736.63505,39064.69311,44735,old,2022/7/13,49736.63505,up,2022/7/13,49736.63505,up,2022/7/13,43914.24945,new,2022/7/13,,43914.24945,new,2022/7/13
42488,40549,42508.16229,48041.71764,37885.14138,42488,old,2022/7/14,48041.71764,up,2022/7/14,48041.71764,up,2022/7/14,42508.16229,new,2022/7/14,,42508.16229,new,2022/7/14
40709,39234,41145.24796,46404.08431,36738.58414,40709,old,2022/7/15,46404.08431,up,2022/7/15,46404.08431,up,2022/7/15,41145.24796,new,2022/7/15,,41145.24796,new,2022/7/15
39578,38769,40107.43947,45160.58637,35863.33906,39578,old,2022/7/16,45160.58637,up,2022/7/16,45160.58637,up,2022/7/16,40107.43947,new,2022/7/16,,40107.43947,new,2022/7/16
39393,39611,39714.41097,44690.45739,35531.37658,39393,old,2022/7/17,44690.45739,up,2022/7/17,44690.45739,up,2022/7/17,39714.41097,new,2022/7/17,,39714.41097,new,2022/7/17
40659,42574,40387.94424,45496.38589,36100.09289,40659,old,2022/7/18,45496.38589,up,2022/7/18,45496.38589,up,2022/7/18,40387.94424,new,2022/7/18,,40387.94424,new,2022/7/18
39983,39667,39918.11572,44934.06814,35703.4655,39983,old,2022/7/19,44934.06814,up,2022/7/19,44934.06814,up,2022/7/19,39918.11572,new,2022/7/19,,39918.11572,new,2022/7/19
40825,42237,40424.61282,45540.29927,36131.02398,40825,old,2022/7/20,45540.29927,up,2022/7/20,45540.29927,up,2022/7/20,40424.61282,new,2022/7/20,,40424.61282,new,2022/7/20
39791,39086,39747.62637,44730.18259,35559.44186,39791,old,2022/7/21,44730.18259,up,2022/7/21,44730.18259,up,2022/7/21,39747.62637,new,2022/7/21,,39747.62637,new,2022/7/21
41112,43099,40569.45447,45713.79519,36253.21035,41112,old,2022/7/22,45713.79519,up,2022/7/22,45713.79519,up,2022/7/22,40569.45447,new,2022/7/22,,40569.45447,new,2022/7/22
38800,36769,39032.96869,43876.37967,34955.15629,38800,old,2022/7/23,43876.37967,up,2022/7/23,43876.37967,up,2022/7/23,39032.96869,new,2022/7/23,,39032.96869,new,2022/7/23
39077,39813,39064.1056,43913.54811,34981.49602,39077,old,2022/7/24,43913.54811,up,2022/7/24,43913.54811,up,2022/7/24,39064.1056,new,2022/7/24,,39064.1056,new,2022/7/24
38950,39228,38896.39384,43713.38176,34839.5619,38950,old,2022/7/25,43713.38176,up,2022/7/25,43713.38176,up,2022/7/25,38896.39384,new,2022/7/25,,38896.39384,new,2022/7/25
38856,39171,38766.03094,43557.84752,34729.20086,38856,old,2022/7/26,43557.84752,up,2022/7/26,43557.84752,up,2022/7/26,38766.03094,new,2022/7/26,,38766.03094,new,2022/7/26
38436,38384,38422.22801,43147.8951,34438.00764,38436,old,2022/7/27,43147.8951,up,2022/7/27,43147.8951,up,2022/7/27,38422.22801,new,2022/7/27,,38422.22801,new,2022/7/27
39267,40650,38912.81327,43732.97502,34853.46737,39267,old,2022/7/28,43732.97502,up,2022/7/28,43732.97502,up,2022/7/28,38912.81327,new,2022/7/28,,38912.81327,new,2022/7/28
38367,37791,38321.56985,43027.93418,34352.70221,38367,old,2022/7/29,43027.93418,up,2022/7/29,43027.93418,up,2022/7/29,38321.56985,new,2022/7/29,,38321.56985,new,2022/7/29
37692,37353,37786.65446,42390.94149,33899.10893,37692,old,2022/7/30,42390.94149,up,2022/7/30,42390.94149,up,2022/7/30,37786.65446,new,2022/7/30,,37786.65446,new,2022/7/30
38226,39250,38044.73463,42698.1623,34118.02277,38226,old,2022/7/31,42698.1623,up,2022/7/31,42698.1623,up,2022/7/31,38044.73463,new,2022/7/31,,38044.73463,new,2022/7/31
37288,36662,37372.6108,41898.44764,33547.64407,37288,old,2022/8/1,41898.44764,up,2022/8/1,41898.44764,up,2022/8/1,37372.6108,new,2022/8/1,,37372.6108,new,2022/8/1
35960,34909,36333.82708,40665.03341,32664.45844,35960,old,2022/8/2,40665.03341,up,2022/8/2,40665.03341,up,2022/8/2,36333.82708,new,2022/8/2,,36333.82708,new,2022/8/2
36897,38381,36785.30546,41200.7103,33048.5585,36897,old,2022/8/3,41200.7103,up,2022/8/3,41200.7103,up,2022/8/3,36785.30546,new,2022/8/3,,36785.30546,new,2022/8/3
36866,37229,36727.34353,41131.91493,32999.26817,36866,old,2022/8/4,41131.91493,up,2022/8/4,41131.91493,up,2022/8/4,36727.34353,new,2022/8/4,,36727.34353,new,2022/8/4
36906,37350,36727.42461,41132.00155,32999.33023,36906,old,2022/8/5,41132.00155,up,2022/8/5,41132.00155,up,2022/8/5,36727.42461,new,2022/8/5,,36727.42461,new,2022/8/5
37617,38841,37196.29074,41688.871,33397.8767,37617,old,2022/8/6,41688.871,up,2022/8/6,41688.871,up,2022/8/6,37196.29074,new,2022/8/6,,37196.29074,new,2022/8/6
36764,36223,36669.09099,41062.77486,32949.72438,36764,old,2022/8/7,41062.77486,up,2022/8/7,41062.77486,up,2022/8/7,36669.09099,new,2022/8/7,,36669.09099,new,2022/8/7
35985,35516,36085.73578,40370.92929,32453.22862,35985,old,2022/8/8,40370.92929,up,2022/8/8,40370.92929,up,2022/8/8,36085.73578,new,2022/8/8,,36085.73578,new,2022/8/8
35914,36223,35934.34537,40191.55932,32324.27461,35914,old,2022/8/9,40191.55932,up,2022/8/9,40191.55932,up,2022/8/9,35934.34537,new,2022/8/9,,35934.34537,new,2022/8/9
36540,37654,36287.47697,40610.07311,32625.00388,36540,old,2022/8/10,40610.07311,up,2022/8/10,40610.07311,up,2022/8/10,36287.47697,new,2022/8/10,,36287.47697,new,2022/8/10
36711,37301,36415.87604,40762.33961,32734.29097,36711,old,2022/8/11,40762.33961,up,2022/8/11,40762.33961,up,2022/8/11,36415.87604,new,2022/8/11,,36415.87604,new,2022/8/11
35320,34198,35469.94621,39641.71599,31928.42851,35320,old,2022/8/12,39641.71599,up,2022/8/12,39641.71599,up,2022/8/12,35469.94621,new,2022/8/12,,35469.94621,new,2022/8/12
35120,35276,35215.3992,39340.62056,31711.28202,35120,old,2022/8/13,39340.62056,up,2022/8/13,39340.62056,up,2022/8/13,35215.3992,new,2022/8/13,,35215.3992,new,2022/8/13
33266,31652,33799.4558,37669.22005,30501.09532,33266,old,2022/8/14,37669.22005,up,2022/8/14,37669.22005,up,2022/8/14,33799.4558,new,2022/8/14,,33799.4558,new,2022/8/14
34074,35376,34124.63801,38052.53566,30779.36959,34074,old,2022/8/15,38052.53566,up,2022/8/15,38052.53566,up,2022/8/15,34124.63801,new,2022/8/15,,34124.63801,new,2022/8/15
34382,35105,34259.86198,38212.02759,30895.02633,34382,old,2022/8/16,38212.02759,up,2022/8/16,38212.02759,up,2022/8/16,34259.86198,new,2022/8/16,,34259.86198,new,2022/8/16
34875,35815,34574.82134,38583.73274,31164.272,34875,old,2022/8/17,38583.73274,up,2022/8/17,38583.73274,up,2022/8/17,34574.82134,new,2022/8/17,,34574.82134,new,2022/8/17
34727,34938,34508.92375,38505.93096,31107.94856,34727,old,2022/8/18,38505.93096,up,2022/8/18,38505.93096,up,2022/8/18,34508.92375,new,2022/8/18,,34508.92375,new,2022/8/18
34191,33965,34146.63749,38078.47952,30798.18812,34191,old,2022/8/19,38078.47952,up,2022/8/19,38078.47952,up,2022/8/19,34146.63749,new,2022/8/19,,34146.63749,new,2022/8/19
35868,38245,35228.0783,39355.61416,31722.10113,35868,old,2022/8/20,39355.61416,up,2022/8/20,39355.61416,up,2022/8/20,35228.0783,new,2022/8/20,,35228.0783,new,2022/8/20
35568,35617,35165.21489,39281.2801,31668.4566,35568,old,2022/8/21,39281.2801,up,2022/8/21,39281.2801,up,2022/8/21,35165.21489,new,2022/8/21,,35165.21489,new,2022/8/21
35538,35888,35210.11194,39334.35929,31706.77029,35538,old,2022/8/22,39334.35929,up,2022/8/22,39334.35929,up,2022/8/22,35210.11194,new,2022/8/22,,35210.11194,new,2022/8/22
34408,33549,34465.57135,38454.75993,31070.9006,34408,old,2022/8/23,38454.75993,up,2022/8/23,38454.75993,up,2022/8/23,34465.57135,new,2022/8/23,,34465.57135,new,2022/8/23
33898,33700,34029.85299,37940.78136,30698.27886,33898,old,2022/8/24,37940.78136,up,2022/8/24,37940.78136,up,2022/8/24,34029.85299,new,2022/8/24,,34029.85299,new,2022/8/24
35034,36737,34700.06,38731.60588,31271.27973,35034,old,2022/8/25,38731.60588,up,2022/8/25,38731.60588,up,2022/8/25,34700.06,new,2022/8/25,,34700.06,new,2022/8/25
34706,34716,34520.42991,38519.52193,31117.78883,34706,old,2022/8/26,38519.52193,up,2022/8/26,38519.52193,up,2022/8/26,34520.42991,new,2022/8/26,,34520.42991,new,2022/8/26
32855,31241,33211.59877,36977.08199,29997.5023,32855,old,2022/8/27,36977.08199,up,2022/8/27,36977.08199,up,2022/8/27,33211.59877,new,2022/8/27,,33211.59877,new,2022/8/27
31418,30214,32012.38339,35568.4079,28968.06243,31418,old,2022/8/28,35568.4079,up,2022/8/28,35568.4079,up,2022/8/28,32012.38339,new,2022/8/28,,32012.38339,new,2022/8/28
32575,34281,32563.95654,36215.76967,29441.90435,32575,old,2022/8/29,36215.76967,up,2022/8/29,36215.76967,up,2022/8/29,32563.95654,new,2022/8/29,,32563.95654,new,2022/8/29
32916,33660,32747.91242,36431.89016,29599.80728,32916,old,2022/8/30,36431.89016,up,2022/8/30,36431.89016,up,2022/8/30,32747.91242,new,2022/8/30,,32747.91242,new,2022/8/30
33869,35343,33393.31283,37190.92706,30153.24648,33869,old,2022/8/31,37190.92706,up,2022/8/31,37190.92706,up,2022/8/31,33393.31283,new,2022/8/31,,33393.31283,new,2022/8/31
32758,31903,32720.99806,36400.25654,29576.70979,32758,old,2022/9/1,36400.25654,up,2022/9/1,36400.25654,up,2022/9/1,32720.99806,new,2022/9/1,,32720.99806,new,2022/9/1
33955,35724,33489.04248,37303.61147,30235.25928,33955,old,2022/9/2,37303.61147,up,2022/9/2,37303.61147,up,2022/9/2,33489.04248,new,2022/9/2,,33489.04248,new,2022/9/2
32453,31191,32536.29189,36183.27803,29418.15853,32453,old,2022/9/3,36183.27803,up,2022/9/3,36183.27803,up,2022/9/3,32536.29189,new,2022/9/3,,32536.29189,new,2022/9/3
32083,32018,32197.98791,35786.13584,29127.58105,32083,old,2022/9/4,35786.13584,up,2022/9/4,35786.13584,up,2022/9/4,32197.98791,new,2022/9/4,,32197.98791,new,2022/9/4
32225,32733,32206.1547,35795.71886,29134.59842,32225,old,2022/9/5,35795.71886,up,2022/9/5,35795.71886,up,2022/9/5,32206.1547,new,2022/9/5,,32206.1547,new,2022/9/5
32300,32734,32211.95774,35802.52836,29139.58466,32300,old,2022/9/6,35802.52836,up,2022/9/6,35802.52836,up,2022/9/6,32211.95774,new,2022/9/6,,32211.95774,new,2022/9/6
31514,30992,31640.58903,35132.56175,28648.31126,31514,old,2022/9/7,35132.56175,up,2022/9/7,35132.56175,up,2022/9/7,31640.58903,new,2022/9/7,,31640.58903,new,2022/9/7
31564,31962,31584.24235,35066.54627,28599.82727,31564,old,2022/9/8,35066.54627,up,2022/9/8,35066.54627,up,2022/9/8,31584.24235,new,2022/9/8,,31584.24235,new,2022/9/8
31689,32172,31614.04451,35101.46867,28625.4716,31689,old,2022/9/9,35101.46867,up,2022/9/9,35101.46867,up,2022/9/9,31614.04451,new,2022/9/9,,31614.04451,new,2022/9/9
30350,29237,30646.14665,33968.93498,27791.67358,30350,old,2022/9/10,33968.93498,up,2022/9/10,33968.93498,up,2022/9/10,30646.14665,new,2022/9/10,,30646.14665,new,2022/9/10
29011,27887,29548.17818,32687.75393,26843.45862,29011,old,2022/9/11,32687.75393,up,2022/9/11,32687.75393,up,2022/9/11,29548.17818,new,2022/9/11,,29548.17818,new,2022/9/11
28928,29147,29271.25718,32365.23549,26603.90388,28928,old,2022/9/12,32365.23549,up,2022/9/12,32365.23549,up,2022/9/12,29271.25718,new,2022/9/12,,29271.25718,new,2022/9/12
29048,29497,33760.95633,37623.86749,30468.13569,29048,old,2022/9/13,37623.86749,up,2022/9/13,37623.86749,up,2022/9/13,33760.95633,new,2022/9/13,,33760.95633,new,2022/9/13
30317,32142,33041.82802,36777.39858,29851.94673,30317,old,2022/9/14,36777.39858,up,2022/9/14,36777.39858,up,2022/9/14,33041.82802,new,2022/9/14,,33041.82802,new,2022/9/14
31552,33344,32968.38392,36691.02961,29788.95201,31552,old,2022/9/15,36691.02961,up,2022/9/15,36691.02961,up,2022/9/15,32968.38392,new,2022/9/15,,32968.38392,new,2022/9/15
33981,37309,34126.69842,38054.96542,30781.13212,33981,old,2022/9/16,38054.96542,up,2022/9/16,38054.96542,up,2022/9/16,34126.69842,new,2022/9/16,,34126.69842,new,2022/9/16
33542,33418,33712.63502,37566.93212,30426.76339,33542,old,2022/9/17,37566.93212,up,2022/9/17,37566.93212,up,2022/9/17,33712.63502,new,2022/9/17,,33712.63502,new,2022/9/17
33164,33102,33334.48841,37121.68463,30102.83813,33164,old,2022/9/18,37121.68463,up,2022/9/18,37121.68463,up,2022/9/18,33334.48841,new,2022/9/18,,33334.48841,new,2022/9/18
33870,35050,33706.41085,37559.59999,30421.43397,33870,old,2022/9/19,37559.59999,up,2022/9/19,37559.59999,up,2022/9/19,33706.41085,new,2022/9/19,,33706.41085,new,2022/9/19
32453,31277,32705.99208,36382.62477,29563.82541,32453,old,2022/9/20,36382.62477,up,2022/9/20,36382.62477,up,2022/9/20,32705.99208,new,2022/9/20,,32705.99208,new,2022/9/20
32063,31976,32295.8896,35901.02857,29211.68922,32063,old,2022/9/21,35901.02857,up,2022/9/21,35901.02857,up,2022/9/21,32295.8896,new,2022/9/21,,32295.8896,new,2022/9/21
33004,34455,32812.03939,36507.24322,29654.83421,33004,old,2022/9/22,36507.24322,up,2022/9/22,36507.24322,up,2022/9/22,32812.03939,new,2022/9/22,,32812.03939,new,2022/9/22
32125,31509,32207.94929,35797.82468,29136.13471,32125,old,2022/9/23,35797.82468,up,2022/9/23,35797.82468,up,2022/9/23,32207.94929,new,2022/9/23,,32207.94929,new,2022/9/23
32267,32777,32226.96792,35820.14232,29152.47602,32267,old,2022/9/24,35820.14232,up,2022/9/24,35820.14232,up,2022/9/24,32226.96792,new,2022/9/24,,32226.96792,new,2022/9/24
30520,28994,30948.63314,34322.55236,28052.45952,30520,old,2022/9/25,34322.55236,up,2022/9/25,34322.55236,up,2022/9/25,30948.63314,new,2022/9/25,,30948.63314,new,2022/9/25
30918,31706,31037.45739,34426.44744,28129.00244,30918,old,2022/9/26,34426.44744,up,2022/9/26,34426.44744,up,2022/9/26,31037.45739,new,2022/9/26,,31037.45739,new,2022/9/26
30792,30985,30864.15603,34223.76484,27979.6475,30792,old,2022/9/27,34223.76484,up,2022/9/27,34223.76484,up,2022/9/27,30864.15603,new,2022/9/27,,30864.15603,new,2022/9/27
30900,31355,30868.3317,34228.64735,27983.24691,30900,old,2022/9/28,34228.64735,up,2022/9/28,34228.64735,up,2022/9/28,30868.3317,new,2022/9/28,,30868.3317,new,2022/9/28
30543,30477,30584.828,33897.28473,27738.78504,30543,old,2022/9/29,33897.28473,up,2022/9/29,33897.28473,up,2022/9/29,30584.828,new,2022/9/29,,30584.828,new,2022/9/29
30706,31223,30638.343,33959.80863,27784.9379,30706,old,2022/9/30,33959.80863,up,2022/9/30,33959.80863,up,2022/9/30,30638.343,new,2022/9/30,,30638.343,new,2022/9/30
29346,28202,29655.70238,32813.05805,26936.42999,29346,old,2022/10/1,32813.05805,up,2022/10/1,32813.05805,up,2022/10/1,29655.70238,new,2022/10/1,,29655.70238,new,2022/10/1
29544,30088,29650.10099,32806.52305,26931.58226,29544,old,2022/10/2,32806.52305,up,2022/10/2,32806.52305,up,2022/10/2,29650.10099,new,2022/10/2,,29650.10099,new,2022/10/2
30655,32288,30329.03467,33598.51286,27518.06827,30655,old,2022/10/3,33598.51286,up,2022/10/3,33598.51286,up,2022/10/3,30329.03467,new,2022/10/3,,30329.03467,new,2022/10/3
31131,32014,30713.51478,34047.66033,27849.77087,31131,old,2022/10/4,34047.66033,up,2022/10/4,34047.66033,up,2022/10/4,30713.51478,new,2022/10/4,,30713.51478,new,2022/10/4
30881,30935,30631.88538,33952.26257,27779.37365,30881,old,2022/10/5,33952.26257,up,2022/10/5,33952.26257,up,2022/10/5,30631.88538,new,2022/10/5,,30631.88538,new,2022/10/5
31486,32522,31077.43584,34473.21708,28163.44793,31486,old,2022/10/6,34473.21708,up,2022/10/6,34473.21708,up,2022/10/6,31077.43584,new,2022/10/6,,31077.43584,new,2022/10/6
30144,29026,30227.60135,33480.1035,27430.5137,30144,old,2022/10/7,33480.1035,up,2022/10/7,33480.1035,up,2022/10/7,30227.60135,new,2022/10/7,,30227.60135,new,2022/10/7
28422,26905,28927.31451,31964.98506,26306.13731,28422,old,2022/10/8,31964.98506,up,2022/10/8,31964.98506,up,2022/10/8,28927.31451,new,2022/10/8,,28927.31451,new,2022/10/8
28271,28408,28615.72099,31602.71274,26036.16112,28271,old,2022/10/9,31602.71274,up,2022/10/9,31602.71274,up,2022/10/9,28615.72099,new,2022/10/9,,28615.72099,new,2022/10/9
27464,26878,27891.73897,30762.18674,25408.06021,27464,old,2022/10/10,30762.18674,up,2022/10/10,30762.18674,up,2022/10/10,27891.73897,new,2022/10/10,,27891.73897,new,2022/10/10
27842,28575,27979.35742,30863.82575,25484.14058,27842,old,2022/10/11,30863.82575,up,2022/10/11,30863.82575,up,2022/10/11,27979.35742,new,2022/10/11,,27979.35742,new,2022/10/11
28309,29151,28220.69616,31143.88834,25693.59854,28309,old,2022/10/12,31143.88834,up,2022/10/12,31143.88834,up,2022/10/12,28220.69616,new,2022/10/12,,28220.69616,new,2022/10/12
27637,27197,27744.71884,30591.70716,25280.3749,27637,old,2022/10/13,30591.70716,up,2022/10/13,30591.70716,up,2022/10/13,27744.71884,new,2022/10/13,,27744.71884,new,2022/10/13
28087,28906,27984.44508,30869.72171,25488.55749,28087,old,2022/10/14,30869.72171,up,2022/10/14,30869.72171,up,2022/10/14,27984.44508,new,2022/10/14,,27984.44508,new,2022/10/14
29011,30403,28608.08634,31593.84672,26029.54834,29011,old,2022/10/15,31593.84672,up,2022/10/15,31593.84672,up,2022/10/15,28608.08634,new,2022/10/15,,28608.08634,new,2022/10/15
29536,30459,29055.55139,32114.16925,26417.1856,29536,old,2022/10/16,32114.16925,up,2022/10/16,32114.16925,up,2022/10/16,29055.55139,new,2022/10/16,,29055.55139,new,2022/10/16
30189,31269,29610.49713,32760.37616,26897.34603,30189,old,2022/10/17,32760.37616,up,2022/10/17,32760.37616,up,2022/10/17,29610.49713,new,2022/10/17,,29610.49713,new,2022/10/17
29284,28612,29133.21644,32204.54634,26484.42834,29284,old,2022/10/18,32204.54634,up,2022/10/18,32204.54634,up,2022/10/18,29133.21644,new,2022/10/18,,29133.21644,new,2022/10/18
28679,28322,28722.51156,31726.84355,26128.71694,28679,old,2022/10/19,31726.84355,up,2022/10/19,31726.84355,up,2022/10/19,28722.51156,new,2022/10/19,,28722.51156,new,2022/10/19
28563,28741,28589.65697,31572.43014,26013.57356,28563,old,2022/10/20,31572.43014,up,2022/10/20,31572.43014,up,2022/10/20,28589.65697,new,2022/10/20,,28589.65697,new,2022/10/20
